Category,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,cluster
Mozzarella cheese,3.86,18.0,0.8,7.17,2.812,2.716,4.18,10.87,0.31,16.0,163.0,182.0,209.0,1.13,89.0,0.46,0.077,8.6,0.95,27.2,7
Mozzarella sticks,25.14,36.0,2.0,14.75,4.328,4.982,6.848,18.33,0.62,21.0,318.0,108.0,861.0,2.07,99.0,0.96,0.074,0.0,0.77,22.9,13
Muffin,46.21424242424242,20.272727272727277,3.190909090909091,7.218181818181818,2.93430303030303,3.136090909090909,1.731151515151515,8.388181818181819,2.5587878787878786,34.45454545454545,137.8181818181818,180.5151515151515,381.030303030303,0.9366666666666666,28.33333333333333,0.0933333333333333,0.0796363636363636,0.5272727272727272,0.9569696969696968,9.327272727272728,13
Mullet,5.69,60.375,0.3,21.54625,2.693,2.299875,1.80475,7.918749999999999,1.47125,33.5,246.5,386.25,345.5,0.68,39.875,0.255,0.410375,1.1375,1.47,4.5,10
Multigrain,80.06,0.0,6.7,6.67,1.291,2.596,1.058,6.67,30.0,95.0,333.0,467.0,33.0,10.67,0.0,4.69,1.166,58.3,4.22,7.0,3
Multigrain chips (Sun Chips),67.26,0.0,8.8,7.95,11.501,6.513,2.166,21.11,1.74,76.0,222.0,232.0,423.0,1.65,3.0,0.0,0.2,0.0,7.04,2.4,7
Mung beans,17.8,0.0,7.1,6.52,2.775,2.799,0.998,6.86,1.31,45.0,92.0,247.0,218.0,0.78,1.0,0.0,0.059,0.9,0.9,10.2,10
Mushroom,14.35,0.0,2.1,1.56,0.07,0.034,0.05,0.22,0.44,14.0,29.0,117.0,120.0,1.33,0.0,0.0,0.159,0.3,0.0,0.0,1
Mushroom soup,4.6033333333333335,2.4444444444444446,0.2777777777777778,1.3111111111111111,0.5562222222222223,0.975222222222222,0.6784444444444444,2.3822222222222225,0.1811111111111111,4.555555555555555,35.111111111111114,115.0,270.6666666666667,0.2477777777777777,12.22222222222222,0.0855555555555555,0.0222222222222222,0.0888888888888888,0.2322222222222222,4.666666666666667,13
Mushroom with chicken soup,8.41,8.0,1.6,2.47,1.275,0.646,1.205,3.42,0.35,10.0,62.0,106.0,354.0,0.61,34.0,0.25,0.047,0.0,0.34,0.6,13
Mushrooms,6.358181818181818,2.272727272727273,1.3272727272727272,4.012727272727273,1.038818181818182,0.9276363636363636,0.8141818181818181,3.0863636363636364,0.7209090909090908,12.181818181818182,103.36363636363636,340.90909090909093,255.54545454545453,0.6790909090909091,16.0,0.0636363636363636,0.116090909090909,2.118181818181818,0.2718181818181818,2.5454545454545454,10
Mussels,6.13,46.66666666666666,0.0,19.766666666666666,0.8423333333333334,1.0066666666666666,0.7056666666666667,3.72,6.036666666666666,56.66666666666666,261.6666666666667,488.6666666666667,701.3333333333334,2.66,73.33333333333333,18.33333333333333,0.0766666666666666,11.133333333333333,0.9166666666666666,0.1666666666666666,1
Mussels with tomato-based sauce,5.02,28.0,0.4,12.2,0.518,0.636,0.435,2.32,3.8,38.0,154.0,362.0,404.0,1.66,49.0,10.8,0.072,8.2,0.91,0.8,1
Mustard,5.3,0.0,4.3,4.25,2.59,0.903,0.252,3.38,1.59,48.0,108.0,150.0,1100.0,0.64,4.0,0.0,0.069,0.4,0.35,1.5,4
Mustard cabbage,2.28,2.0,1.0,1.57,1.018,0.934,0.803,2.94,0.84,20.0,39.0,263.0,199.0,0.2,232.0,0.0,0.209,32.8,0.41,49.9,14
Mustard greens,3.88,1.0,2.6625,2.38125,0.5635,0.462375,0.399125,1.66625,1.49875,24.625,41.5,268.25,178.625,0.235,240.875,0.0,0.134875,35.0625,1.8875,287.3875,12
Naan,50.23,1.0,5.2,11.09,2.115,1.367,3.16,7.28,1.88,74.0,204.0,201.0,508.0,1.35,2.0,0.0,0.139,0.0,1.44,3.6,13
Nachos with cheese,34.91,3.0,3.2,4.32,14.02,5.04,2.173,21.5,0.75,42.0,198.0,362.0,313.0,0.86,5.0,0.07,0.215,1.1,4.08,19.3,10
Nachos with cheese and sour cream,21.75,24.0,3.9,8.43,2.858,2.245,5.065,12.0,0.99,38.0,176.0,248.0,339.0,1.24,76.0,0.13,0.154,0.8,1.36,6.2,7
Nachos with chicken,16.2,47.0,2.9,13.11,2.819,1.911,4.176,10.56,0.92,34.0,192.0,256.0,340.0,1.33,58.0,0.19,0.177,0.6,1.12,4.7,7
Nachos with chicken and cheese,17.36,46.0,3.2,14.17,2.642,2.022,3.581,9.69,1.01,37.0,203.0,269.0,371.0,1.43,52.0,0.18,0.191,0.6,1.19,5.0,7
Nachos with chili,22.98,32.0,3.0,10.14,3.799,2.795,5.51,14.22,2.28,50.0,237.0,260.0,453.0,2.23,79.0,0.13,0.125,0.9,1.24,6.2,7
Nachos with meat,20.09,16.0,3.4,5.96,6.337,2.305,2.917,12.31,0.92,31.0,146.0,290.0,324.0,1.0,46.0,0.32,0.145,0.1,1.62,5.0,1
Nachos with meat and cheese,17.8,37.0,3.3,13.52,3.897,1.934,4.91,12.51,1.47,36.0,191.0,274.0,385.0,2.63,52.0,0.76,0.216,0.6,1.13,5.5,7
Natto,12.68,0.0,5.4,19.4,2.43,6.21,1.591,11.0,8.6,115.0,174.0,729.0,7.0,3.03,0.0,0.0,0.13,13.0,0.01,23.1,5
Nectarine,9.18,0.0,1.5,1.06,0.0,0.0,0.0,0.28,0.3,9.0,26.0,131.0,13.0,0.21,21.0,0.0,0.025,2.9,0.61,2.0,5
Non-dairy milk,3.75,0.0,0.2,1.04,0.485,0.408,0.237,1.17,0.32,8.0,19.0,80.0,60.0,0.12,77.0,0.29,0.009,0.0,1.8,0.9,14
Nonalcoholic malt beverage,8.05,0.0,0.0,0.21,0.015,0.056,0.024,0.12,0.06,7.0,16.0,8.0,13.0,0.02,0.0,0.02,0.027,0.5,0.0,0.0,7
Noodle and potato soup,6.48,1.0,0.8,0.86,0.025,0.036,0.034,0.12,0.29,9.0,21.0,140.0,180.0,0.16,48.0,0.0,0.079,7.6,0.19,11.0,1
Noodle pudding,30.98,88.0,1.6,5.96,3.043,1.976,1.642,7.32,1.62,22.0,103.0,142.0,71.0,0.75,74.0,0.2,0.083,1.6,0.78,5.2,14
Noodle soup,9.7,10.0,0.55,3.005,0.7310000000000001,0.483,0.7865000000000001,2.19,0.475,7.0,39.0,71.5,235.0,0.2299999999999999,9.5,0.13,0.0295,1.75,0.415,7.25,13
Noodle soup with vegetables,13.83,1.0,1.4,1.91,0.416,0.475,0.211,1.22,0.57,8.0,27.0,98.0,192.0,0.39,30.0,0.0,0.053,5.1,0.18,16.0,1
Noodles,32.730000000000004,15.5,2.325,6.4525,2.215,4.604,1.48725,9.26,1.5025,30.0,86.5,64.75,266.75,0.81,4.0,0.0575,0.06975,0.0,1.06,26.85,13
Noodles with vegetables in tomato-based sauce,10.84,3.0,1.7,3.36,0.353,0.208,0.666,1.56,1.14,18.0,70.0,259.0,133.0,0.59,19.0,0.05,0.105,8.6,0.57,2.1,10
Nougat,82.23666666666666,5.0,2.533333333333333,3.96,1.414,0.215,6.688666666666666,9.47,0.7200000000000001,31.0,73.33333333333333,136.33333333333334,82.0,0.6866666666666665,16.0,0.1366666666666667,0.0193333333333333,0.3999999999999999,1.9333333333333336,1.7333333333333334,10
Nut roll,52.88,0.0,3.8,13.44,12.467,4.691,4.806,25.0,1.92,90.0,197.0,725.0,231.0,1.57,0.0,0.02,0.235,0.0,2.47,0.0,5
Nutrition bar (Balance Original Bar),48.73,1.0,3.1,28.0,8.115,1.969,1.149,12.0,10.9,119.0,465.0,678.0,253.0,3.52,1496.0,1.24,0.89,11.2,5.84,1.3,2
Nutrition bar (Clif Bar),65.44,0.0,7.4,14.71,1.093,2.182,1.471,5.88,6.62,147.0,294.0,412.0,195.0,4.41,1.0,1.32,0.588,88.2,0.24,36.8,3
Nutrition bar (Clif Kids Organic Zbar),74.72,0.0,8.3,5.55,2.447,3.319,2.721,9.72,2.7,82.0,244.0,333.0,375.0,1.15,0.0,0.0,0.073,39.1,0.98,8.7,10
Nutrition bar (PowerBar),69.63,0.0,5.7,14.15,1.05,0.589,1.32,3.11,11.7,248.0,614.0,362.0,308.0,9.96,0.0,5.6,2.2,92.3,8.28,1.1,3
Nutrition bar (Slim Fast Original Meal Bar),60.21,7.0,5.1,16.19,2.428,1.132,5.36,8.92,4.98,250.0,673.0,289.0,253.0,5.73,940.0,7.9,2.1,96.6,6.0,129.3,2
Nutrition bar (Snickers Marathon Protein Bar),50.5,6.0,12.5,25.0,2.645,2.892,6.25,12.5,10.13,175.0,375.0,188.0,238.0,6.56,652.0,7.5,2.5,75.0,16.88,10.4,2
Nutrition bar (South Beach Living High Protein Bar),38.4,3.0,7.3,30.34,4.29,5.326,3.384,15.17,5.4,71.0,445.0,793.0,436.0,2.39,391.0,0.61,0.226,27.9,4.61,350.6,14
Nutrition bar (South Beach Living Meal Bar),60.21,7.0,5.1,16.19,2.428,1.132,5.36,8.92,4.98,250.0,673.0,289.0,253.0,5.73,940.0,7.9,2.1,96.6,6.0,129.3,2
Nutrition bar (Tiger's Milk),56.46,2.0,2.3,16.8,7.907,3.678,2.073,14.29,10.28,336.0,560.0,294.0,168.0,1.44,1.0,4.2,1.68,16.8,2.48,4.6,3
Nutrition bar (Zone Perfect Classic Crunch),45.0,8.0,2.0,30.0,3.828,4.804,4.499,14.0,3.6,80.0,300.0,250.0,444.0,7.5,1050.0,4.2,2.0,120.0,24.0,1.6,2
Nutrition bar or meal replacement bar,45.0,8.0,2.0,30.0,3.828,4.804,4.499,14.0,3.6,80.0,300.0,250.0,444.0,7.5,1050.0,4.2,2.0,120.0,24.0,1.6,2
Nutritional drink or shake,11.15,3.375,0.83125,4.794375,1.4719375,0.5795625,0.449125,2.996875,1.435,39.3125,118.1875,173.3125,75.5,1.2975,138.25,0.68125,0.224875,18.60625,3.295,8.23125,14
Nutritional powder mix,32.47909090909091,10.818181818181818,5.054545454545455,46.42363636363636,4.098,2.1688181818181818,0.9410909090909092,7.945454545454546,11.263636363636364,319.09090909090907,913.3636363636364,842.1818181818181,549.2727272727273,12.273636363636363,1005.4545454545456,4.283636363636363,1.5393636363636365,50.36363636363637,16.613636363636363,50.66363636363636,14
Nutritional powder mix (Carnation Instant Breakfast),66.2,12.0,0.4,19.9,0.314,0.278,0.56,1.4,12.82,228.0,427.0,947.0,385.0,8.55,625.0,1.71,1.14,76.9,9.37,90.0,14
Nutritional powder mix (EAS Soy Protein Powder),43.94,0.0,0.0,47.62,0.644,1.956,0.0,3.57,6.43,22.0,441.0,714.0,452.0,2.29,0.0,0.0,0.057,0.0,0.12,2.7,10
Nutritional powder mix (EAS Whey Protein Powder),17.95,205.0,0.0,66.67,0.281,0.926,2.564,5.13,0.92,181.0,643.0,564.0,385.0,7.14,15.0,2.27,1.0,0.8,0.38,0.5,3
Nutritional powder mix (Isopure),29.07,12.0,0.0,58.14,0.149,0.021,0.581,1.16,1.26,233.0,581.0,872.0,372.0,8.72,872.0,3.49,1.163,34.9,7.85,46.5,14
Nutritional powder mix (Kellogg's Special K20 Protein Water),58.4,4.0,37.5,35.2,0.146,0.4,0.236,0.6,2.0,7.0,69.0,490.0,280.0,0.0,2.0,8.3,2.8,0.0,0.0,0.0,10
Nutritional powder mix (Muscle Milk),18.5,21.0,7.1,45.71,12.105,1.77,1.553,17.14,8.57,200.0,643.0,1129.0,329.0,7.14,750.0,3.0,1.0,30.0,7.07,0.5,14
Nutritional powder mix (Slim Fast),73.92,5.0,18.1,8.13,10.51,1.19,1.45,13.34,0.68,385.0,385.0,247.0,472.0,17.31,1034.0,8.08,2.308,1.3,51.92,96.2,2
Nuts,33.550000000000004,4.0,6.566666666666666,15.596666666666666,21.462666666666667,8.435666666666666,12.429,45.23,3.1166666666666667,154.0,321.6666666666667,592.0,138.33333333333334,3.2466666666666666,10.333333333333334,0.1733333333333333,0.259,0.7333333333333334,6.983333333333333,10.166666666666666,3
Oat bran,66.22,0.0,15.4,17.3,2.376,2.766,1.328,7.03,5.41,235.0,734.0,566.0,4.0,3.11,0.0,0.0,0.165,0.0,1.01,3.2,3
Oat bran cereal,12.146666666666668,2.0,2.833333333333333,3.1833333333333336,0.7370000000000001,0.6716666666666667,0.7293333333333333,2.293333333333333,0.9433333333333334,44.333333333333336,128.33333333333334,99.33333333333331,77.0,0.5833333333333334,10.0,0.0,0.0426666666666666,0.0,0.3033333333333333,1.2,3
Oatmeal,16.19,3.6818181818181817,1.8113636363636365,2.8536363636363635,0.8593863636363637,0.6564545454545455,1.0402045454545454,2.858636363636364,2.3043181818181817,26.15909090909091,88.77272727272727,103.95454545454544,111.3409090909091,0.5952272727272727,117.61363636363636,0.11,0.1421363636363636,0.0318181818181818,0.4625,1.225,14
Oatmeal beverage with milk,15.49,5.0,0.2,1.74,0.347,0.102,0.835,1.59,0.1,9.0,53.0,74.0,18.0,0.27,14.0,0.22,0.027,0.0,0.03,0.2,3
Oatmeal beverage with water,10.61,0.0,0.2,0.25,0.038,0.044,0.021,0.15,0.08,4.0,8.0,7.0,4.0,0.08,0.0,0.0,0.002,0.0,0.01,0.0,6
Oatmeal cereal,73.48,0.0,7.3,10.99,1.564,1.748,0.841,6.36,64.1,110.0,506.0,549.0,21.0,12.68,0.0,4.6,0.853,0.0,12.23,1.4,3
Oatmeal cereal with bananas,78.07,0.0,5.2,6.67,1.429,2.186,1.267,6.67,45.0,118.0,267.0,600.0,33.0,1.9,0.0,3.33,0.66,58.3,5.0,3.0,5
Oatmeal cereal with fruit,74.1,0.0,7.8,10.5,3.008,2.29,1.572,7.05,14.3,107.0,429.0,346.0,0.0,5.7,4.0,0.0,0.38,2.7,2.48,7.5,3
Oatmeal with applesauce and bananas,15.82,0.0,0.9,0.89,0.216,0.253,0.126,0.89,7.5,11.0,41.0,97.0,4.0,7.5,0.0,0.22,0.089,13.9,0.59,1.4,5
Oats,67.7,0.0,10.1,13.15,1.98,2.3,1.11,6.52,4.25,138.0,410.0,362.0,6.0,3.64,0.0,0.0,0.1,0.0,0.42,2.0,3
Ocean perch,4.47,61.375,0.2249999999999999,17.6625,1.766,1.572875,0.795125,4.82125,0.545,27.25,280.5,216.375,357.125,0.415,15.375,1.51,0.07975,0.1875,1.17,3.65,7
Octopus,6.73,109.6,0.12,32.39,1.202,1.3482,0.8253999999999999,4.358,10.856,63.8,351.0,688.6,717.8,3.646,88.4,36.668,0.6980000000000001,8.98,2.316,2.5200000000000005,10
Octopus salad,5.56,29.0,1.0,9.67,8.3,1.36,1.712,11.95,3.3,24.0,107.0,297.0,129.0,1.13,38.0,9.69,0.237,8.9,2.52,10.0,10
Oil or table fat,0.18,65.0,0.0,0.29,32.093,26.694,24.822,87.34,0.09,1.0,10.0,13.0,332.0,0.03,369.0,0.06,0.564,0.0,10.18,80.9,9
Okra,7.858333333333333,1.0,2.8000000000000003,1.82,0.5138333333333334,0.4459999999999999,0.4165,1.5366666666666668,0.5850000000000001,50.833333333333336,52.833333333333336,259.0,267.3333333333333,0.545,33.166666666666664,0.0,0.149,16.150000000000002,0.4383333333333333,37.68333333333334,1
Old fashioned,6.11,0.0,0.5,0.16,0.006,0.007,0.004,0.04,0.06,2.0,5.0,32.0,4.0,0.06,2.0,0.0,0.011,8.6,0.03,0.1,5
Olive oil,0.0,0.0,0.0,0.0,72.961,10.523,13.808,100.0,0.56,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.35,60.2,8
Olive tapenade,4.17,0.0,1.8,0.73,21.812,2.811,4.51,30.05,3.4,5.0,3.0,17.0,835.0,0.12,14.0,0.0,0.014,0.4,4.84,13.2,4
Olives,4.984999999999999,0.0,2.4,0.9375,9.08775,0.928,2.0845,12.585,3.4275,7.25,4.0,29.0,1091.5,0.135,22.5,0.0,0.0265,3.4250000000000003,2.62,1.65,4
Onion dip,6.506666666666668,24.666666666666668,0.1666666666666666,3.5766666666666667,4.736666666666667,9.718666666666666,5.028333333333333,20.49666666666667,0.1033333333333333,8.0,69.66666666666667,114.33333333333331,514.6666666666666,0.34,57.66666666666666,0.29,0.0393333333333333,0.9666666666666668,0.95,35.93333333333333,4
Onion flavored rings,65.1,0.0,3.9,7.7,13.36,3.14,4.34,22.6,3.72,28.0,72.0,143.0,950.0,0.33,8.0,0.0,0.148,1.8,2.69,5.1,4
Onion soup,8.883333333333333,8.333333333333334,0.5,3.4166666666666665,1.201,0.407,1.4396666666666669,3.29,0.5,10.333333333333334,63.333333333333336,104.33333333333331,370.6666666666667,0.3766666666666667,27.666666666666668,0.1133333333333333,0.0496666666666666,0.7000000000000001,0.1866666666666666,1.0,13
Onions,9.18375,0.75,2.0375,1.3325,0.4075,0.35875,0.340625,1.18875,0.5825,13.25,30.0,186.375,76.25,0.2325,17.625,0.0,0.107875,9.8375,0.28375,56.6375,5
Opossum,0.0,128.0,0.0,30.07,3.757,2.971,1.201,10.16,4.62,34.0,277.0,436.0,220.0,2.27,0.0,8.26,0.468,0.0,0.44,1.6,10
Orange,11.8025,0.0,1.125,0.6875,0.0095,0.01,0.006,0.0574999999999999,0.2225,10.5,11.0,142.5,3.75,0.39,34.25,0.0,0.04575,38.3,0.12,0.0,5
Orange Blossom,10.26,0.0,0.2,0.5,0.016,0.022,0.01,0.09,0.11,8.0,21.0,132.0,2.0,0.06,1.0,0.0,0.056,24.8,0.15,0.0,5
Orange chicken,22.46,61.0,0.8,14.46,3.474,6.086,2.422,12.68,0.94,20.0,130.0,209.0,553.0,1.13,75.0,0.2,0.23,0.9,1.07,24.4,13
Orange juice,13.72,0.0,0.35,0.8875000000000001,0.0287499999999999,0.036125,0.02425,0.15625,0.15875,13.75,35.875,238.375,3.0,0.0725,5.0,0.0,0.09125,55.1,0.2025,0.1,5
Orange juice beverage,5.42,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,10.0,4.0,188.0,4.0,0.02,10.0,0.0,0.05,30.0,1.25,0.0,5
Orange-apple-banana juice,11.5,0.0,0.1,0.4,0.007,0.027,0.016,0.1,0.35,6.0,8.0,134.0,0.0,0.03,1.0,0.0,0.062,32.1,0.02,0.1,5
Orange-carrot juice,9.9,0.0,0.4,0.5,0.01,0.03,0.01,0.1,0.2,10.0,19.0,174.0,10.0,0.07,94.0,0.0,0.05,34.1,0.29,1.5,14
Ostrich,0.0,82.0,0.0,25.93,2.138,0.733,1.778,7.01,3.4,23.0,222.0,320.0,402.0,4.29,0.0,5.69,0.497,0.0,0.24,3.5,7
Other vegetables as ingredient in omelet,4.81,0.0,1.4,3.46,0.002,0.175,0.061,0.38,0.57,11.0,96.0,364.0,6.0,0.58,1.0,0.04,0.123,6.3,0.03,0.4,5
Oxtail soup,1.35,31.0,0.3,8.4,1.857,0.181,2.202,4.86,1.1,9.0,68.0,107.0,138.0,2.76,35.0,0.65,0.093,1.5,0.14,10.1,7
Oyster fritter,5.22,82.0,0.2,6.93,4.547,7.809,2.793,16.22,5.24,42.0,129.0,193.0,420.0,66.7,80.0,11.99,0.086,3.1,1.68,24.3,7
Oyster pie,19.95,23.0,0.8,5.38,5.955,3.785,4.804,15.98,2.42,16.0,94.0,161.0,292.0,11.87,65.0,2.41,0.042,0.4,1.18,11.8,1
Oyster sauce,10.92,0.0,0.3,1.35,0.073,0.066,0.043,0.25,0.18,4.0,22.0,54.0,2733.0,0.09,0.0,0.41,0.016,0.1,0.0,0.0,4
Oyster stew,4.24,28.0,0.0,4.25,1.189,0.343,2.94,5.08,1.58,14.0,100.0,161.0,321.0,13.78,70.0,3.01,0.046,0.0,0.4,0.8,13
Oysters,7.882,56.1,0.24,7.931,1.5699999999999998,1.9042,1.0926,5.306,5.8740000000000006,27.9,129.0,205.5,373.5,51.863,27.0,10.844,0.0512,0.64,1.344,4.63,1
Oysters Rockefeller,9.27,34.0,1.9,7.65,2.058,1.079,3.184,7.07,3.41,47.0,107.0,253.0,434.0,18.94,275.0,4.2,0.119,1.9,1.93,224.1,9
Pad Thai,15.364999999999998,35.5,1.5,6.970000000000001,3.386,2.895,1.376,8.32,0.93,27.0,89.5,139.0,365.0,0.6799999999999999,17.0,0.1,0.1065,5.050000000000001,0.85,21.65,13
Pad Thai with chicken,14.37,45.0,1.2,8.14,3.272,2.226,1.309,7.47,0.68,25.0,92.0,152.0,385.0,0.69,17.0,0.13,0.12,4.9,0.86,20.5,13
Pad Thai with meat,14.74,40.0,1.2,8.19,3.456,2.168,1.585,7.89,0.96,24.0,80.0,144.0,337.0,1.22,16.0,0.34,0.141,5.1,0.88,21.3,13
Pad Thai with seafood,15.06,57.0,1.2,6.84,2.928,2.212,1.136,6.78,0.62,27.0,96.0,131.0,350.0,0.66,30.0,0.32,0.115,5.1,1.14,21.2,13
Paella,15.79,33.0,0.6,9.54,3.891,0.993,1.843,7.17,1.27,15.0,100.0,126.0,737.0,0.88,16.0,1.31,0.123,3.0,0.67,3.5,4
Paella with meat,16.75,97.0,0.5,21.44,7.292,1.537,2.444,12.29,1.98,25.0,216.0,260.0,877.0,1.71,30.0,2.76,0.228,4.0,1.61,5.4,13
Paella with seafood,16.42,25.0,0.8,8.03,2.78,0.626,0.96,4.77,1.21,14.0,87.0,112.0,609.0,0.69,25.0,1.24,0.108,9.8,0.72,3.9,4
Pakora,16.24,0.0,3.2,4.92,1.723,2.016,0.609,4.77,1.12,22.0,64.0,214.0,380.0,0.67,3.0,0.0,0.152,3.5,0.62,7.9,1
Palak Paneer,4.31,7.0,1.2,5.22,2.461,2.164,1.519,6.99,1.15,33.0,79.0,269.0,221.0,0.38,178.0,0.08,0.102,8.8,1.42,178.0,12
Palm hearts,24.8,2.0,1.5,2.62,0.937,0.861,0.765,2.73,1.64,10.0,136.0,1749.0,136.0,3.61,13.0,0.0,0.722,6.6,0.78,2.3,5
Pan Dulce,55.55,37.5,2.25,8.16,3.93825,3.316,2.46,13.0475,2.435,21.75,86.5,110.75,245.25,0.74,25.5,0.1125,0.092,1.35,0.88,3.3500000000000005,13
Pancake syrup,57.075,0.0,0.0,0.0,0.016,0.025,0.009,0.05,0.05,2.0,26.5,4.5,119.5,0.215,0.0,0.0,0.0015,0.0,0.0,0.0,4
Pancakes,35.53208333333333,42.375,2.370833333333333,6.42875,3.706416666666667,3.561458333333333,2.59125,10.57625,2.786666666666666,30.875,301.4583333333333,171.91666666666666,499.4166666666667,0.7875,157.16666666666666,0.7616666666666667,0.2325833333333333,0.1791666666666666,1.0879166666666666,8.933333333333334,7
Pancakes and sausage,27.69,50.0,0.6,8.86,6.052,3.282,3.554,13.73,1.49,14.0,103.0,171.0,574.0,0.95,81.0,0.44,0.076,0.2,1.0,7.2,13
Pannetone,53.74,59.0,2.3,8.66,2.215,0.736,4.366,8.24,2.33,19.0,115.0,152.0,332.0,0.88,68.0,0.19,0.098,0.7,0.46,0.9,7
Papad,59.87,4.0,18.6,25.56,0.532,1.148,1.084,3.25,7.8,271.0,385.0,1000.0,1745.0,3.4,13.0,0.0,0.285,0.0,0.05,0.4,1
Papaya,33.11666666666667,0.0,2.5,0.69,0.1056666666666666,0.0853333333333333,0.119,0.4366666666666667,0.3766666666666666,31.0,15.0,263.0,12.333333333333334,0.12,46.333333333333336,0.0,0.052,43.26666666666667,0.44,3.8333333333333335,5
Papaya juice,14.51,0.0,0.6,0.17,0.041,0.035,0.047,0.15,0.34,3.0,0.0,31.0,5.0,0.15,18.0,0.0,0.009,3.0,0.24,0.8,14
Papaya nectar,14.51,0.0,0.6,0.17,0.041,0.035,0.047,0.15,0.34,3.0,0.0,31.0,5.0,0.15,18.0,0.0,0.009,3.0,0.24,0.8,14
Parsley,6.33,0.0,3.3,2.97,0.295,0.124,0.132,0.79,6.2,50.0,58.0,554.0,56.0,1.07,421.0,0.0,0.09,133.0,0.75,1640.0,12
Parsnips,16.47,2.0,3.5,1.29,1.04,0.821,0.769,2.83,0.56,28.0,67.0,356.0,132.0,0.25,11.0,0.0,0.106,12.6,1.26,3.3,5
Passion fruit,23.38,0.0,10.4,2.2,0.086,0.411,0.059,0.7,1.6,29.0,68.0,348.0,28.0,0.1,64.0,0.0,0.1,30.0,0.02,0.7,5
Passion fruit juice,13.6,0.0,0.2,0.39,0.006,0.029,0.004,0.05,0.24,17.0,13.0,278.0,6.0,0.05,36.0,0.0,0.05,29.8,0.01,0.4,5
Passion fruit nectar,17.39,0.0,0.1,0.16,0.002,0.012,0.002,0.06,0.1,7.0,5.0,112.0,4.0,0.02,14.0,0.0,0.02,11.9,0.0,0.2,5
Pasta,18.175,14.403846153846152,2.392307692307692,5.360576923076923,2.0929615384615383,1.6348846153846153,2.2405384615384616,6.758076923076923,1.1557692307692309,33.03846153846154,94.09615384615384,137.73076923076923,322.25,0.9626923076923076,34.84615384615385,0.2859615384615385,0.1021730769230769,2.251923076923077,0.9321153846153846,6.134615384615385,13
Pasta with cream sauce,16.36916666666667,22.416666666666668,1.0,5.479166666666667,2.76075,1.633,3.84525,8.9625,0.8266666666666667,13.416666666666666,64.75,74.75,371.25,0.5916666666666667,57.5,0.3291666666666666,0.06,2.9333333333333336,0.56,4.141666666666667,4
Pasta with cream sauce and added vegetables,16.55333333333333,16.666666666666668,1.0666666666666669,3.973333333333333,2.627333333333333,1.594666666666667,3.8796666666666666,8.773333333333333,0.7233333333333333,12.333333333333334,53.333333333333336,67.33333333333333,356.6666666666667,0.4066666666666667,61.0,0.0466666666666666,0.0493333333333333,4.733333333333333,0.5533333333333333,4.333333333333333,4
Pasta with cream sauce and meat,16.03333333333333,25.0,0.9,6.033333333333334,3.365,1.6363333333333332,4.646666666666667,10.54,0.8833333333333333,12.666666666666666,65.0,63.0,403.3333333333333,0.91,60.66666666666666,0.28,0.062,0.1,0.5233333333333333,4.066666666666666,4
Pasta with cream sauce and poultry,16.03333333333333,25.0,0.9,6.216666666666666,2.923,1.7406666666666666,4.236666666666667,9.673333333333334,0.75,13.333333333333334,70.0,62.0,400.3333333333333,0.5433333333333333,61.66666666666666,0.1166666666666666,0.0713333333333333,0.1,0.5333333333333333,3.8666666666666663,4
Pasta with cream sauce and seafood,16.293333333333333,30.666666666666668,0.9,5.753333333333334,2.724,1.6370000000000002,4.105333333333333,9.2,0.8733333333333334,13.666666666666666,71.0,67.66666666666667,411.6666666666667,0.4933333333333333,67.0,0.89,0.0316666666666666,0.2333333333333333,0.61,3.8666666666666663,4
Pasta with sauce,19.295,5.0,2.25,4.82,0.5820000000000001,0.476,0.4735,2.09,1.225,27.5,71.5,189.0,144.0,0.845,14.5,0.12,0.1285,0.9,1.125,6.3,10
Pasta with sauce and meat,17.5,10.0,2.6,5.95,0.994,0.537,0.831,3.12,1.38,35.0,93.0,213.0,119.0,1.33,15.0,0.27,0.155,0.9,1.16,6.5,10
Pasta with tomato-based sauce,18.335625,9.75,1.59375,4.988125,1.63925,1.54675,0.82175,4.491875,1.09625,17.625,59.0,167.9375,280.6875,0.5675,16.9375,0.24625,0.11025,3.79375,1.2075,8.15,1
Pasta with tomato-based sauce and beans or lentils,20.94,1.0,3.0,5.23,0.745,0.885,0.331,2.28,1.73,30.0,63.0,275.0,250.0,0.62,11.0,0.0,0.103,0.7,1.26,7.3,10
